"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2016/12/16 3:14:12 PM GMT-3","Algoritmos y Programación 1 - Mendez","Bueno","No","Interesantes","Sí","Regulares","Buenas","Dificil","Muy dificil","Poca profundidad en temas importantes como Funciones y Matrices, mas aun para los que empiezan a cursar sin saber programar al ser C un lenguaje no tan simple como en otras catedras, clases teoricas casi sin demostraciones. Buenas clases practicas. TPS en lo personal, muy rebuscados."
"2016/12/16 3:14:44 PM GMT-3","Taller de Programación 2 - Veiga","Excelente","Sí","Muy Interesantes","Sí","Excelentes","No Hay Clases Prácticas","Normal","Normal","Una de las pocas materias que tiene contenido actualizado. Te obliga a usar tecnologías que hoy en día se piden saber cuando te postulas a un trabajo.
Es una lástima que sea la única con estas características. Debería existir alguna otra materia donde se dicte desarrollo web.
"
"2016/12/16 3:15:15 PM GMT-3","Computación-Cabrera","Regular","Sí","Interesantes","No","Malas","No Hay Clases Prácticas","Muy Facil","Dificil",""
"2016/12/16 3:18:09 PM GMT-3","Base de Datos - Ale","Regular","Sí","Interesantes","No","Buenas","Regulares","Normal","Normal","La comunicación con el alumno es deficiente. Si bien tienen un plan de fechas armado que son entregados a el alumno, en caso que salga algo fuera de lo planeado, no lo actualizan y dejan sin informar al mismo. 
Los criterios de corrección en la práctica(si bien estaban informados pero NO unificados) me parecieron poco útiles, llegando a tener 3 ejercicios casi perfectos pero un ejercicio sin hacer y desaprobar. También encontraba muchas diferencias dependiendo de quién te corrigiera (grandes diferencias). 
Para el TP, se exigía subirlo a la página unos días antes supuestamente para que el profesor lo corrigiera y diera su devolución. En ninguno de los casos había una devolución preparada y todas las semanas cambiaba respecto a los que nos había dicho en la anterior. No nos pareció fructífera ninguna de las devoluciones. Sólo hacía que gastáramos más energía en imprimir hojas que en aprender lo que se intentaba dar. "
"2016/12/16 3:22:30 PM GMT-3","Computación-Cabrera","Malo","Sí","Nada Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Muy Facil","Muy Fácil","Se copian todos y es una vergüenza ajena "
"2016/12/16 3:23:03 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Regulares","Excelentes","Muy Dificil","Muy dificil","Se puede llevar bien pero es un ooco pesada ... habria que revisar un poco la manera de evaluar"
"2016/12/16 3:23:04 PM GMT-3","Computación-Lage","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Dificil","Muy buena catedra"
"2016/12/16 3:24:04 PM GMT-3","Computación-Cabrera","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2016/12/16 3:24:12 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Bueno","No","Interesantes","Sí","Malas","Muy Buenas","Muy Dificil","Muy dificil","Demasiado exigente, me parecio imposible llevarla al dia con otras 2 materias mas. Es demasiado tiempo para una sola materia. Siempre se pasaban del horario de clase."
"2016/12/16 3:28:58 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2016/12/16 3:30:01 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Malo","No","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Quisiera comentar que el profesor Cardozo tiene la tendencia de dejar libre a sus estudiantes, bajo circunstancias, por lo menos a ojo de sus ayudantes, cuestionables.
En mi caso puntual la curse el primer cuatrimestre del 2016, y el segundo del 2015. En ambas oportunidades el profesor me dejo libre. En la segunda oportunidad, puntualmente, me notificó en forma desleal (y juridicamente inválida), que no tenía derecho a reentregas (previamente habia aceptado hasta 6 reentregas de otros compañeros sin problemas). Mi trabajo en su momento contenía errores, y no tuve la oportunidad de corregirlos. También, vale señalar que se trataba de un ejercicio que nos solicitó resolver, no un trabajo práctico.
Espero que esta información les pueda ser útil. Hasta donde me comentaron, mi caso no fue único."
"2016/12/16 3:31:09 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Dificil","Normal","Yo no sabía nada del tema y siento un poco que daban por supuesto que los alumnos tenían algún conocimiento  de los temas por lo que me costaba a veces seguir las clases. La práctica ayudaba a entender temas de la teórica pero las de los tp a veces estaban poco claras y resultaba tedioso realizarlas. Estaría bueno que se aclare que es lo necesario para aprobar un parcial antes de rendirse para que después sea más fácil comprender la nota mirando la corrección. No siento q corrigieron mal ni con mal criterio pero hubo discordancias entre alumnos y profesores respecto de este tema"
"2016/12/16 3:33:44 PM GMT-3","Computación-Arriazu","Bueno","Sí","Poco Interesantes","No","Buenas","Regulares","Facil","No hay TP","Falta usar MATLAB"
"2016/12/16 3:34:17 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2016/12/16 3:34:29 PM GMT-3","Análisis Numérico - Sassano","Bueno","Sí","Interesantes","No","Buenas","Muy Buenas","Facil","Normal","Falta MATLAB"
"2016/12/16 3:36:37 PM GMT-3","Técnicas de Diseño - Pantaleo","Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Dificil","Normal","Creo q las teóricas eran sencillas y claras y las prácticas algo más largas y costaba mantener el interés de los alumnos"
"2016/12/16 3:41:48 PM GMT-3","Base de Datos - Ale","Bueno","Sí","Poco Interesantes","Sí","Regulares","Buenas","Facil","Normal","Como curso está bien, se puede acceder a consultas en todas las clases y llevar bien la materia. Para mí(totalmente personal) la contra eran las 6 horas en la facultad seguidas de lo mismo, a veces haciendo mucho tiempo de espera más q clase. A mi gusto prefiero hacer todo concentrado e irme más temprano que hacer intervalos, a veces extensos, y terminar siempre a las 10"
"2016/12/16 3:43:20 PM GMT-3","Análisis de la Información - Gonzalez","Bueno","Sí","Nada Interesantes","No","Regulares","Excelentes","Facil","Normal","No necesité ir a las clases teóricas para poder hacer la materia. Tampoco necesité rendir final, ya que fui promocionado (sin demasiado esfuerzo).
Debo admitir que las clases prácticas de Turri me sorprendieron. Los temas no me interesaban en lo más mínimo, pero sus clases eran buenas (mucho mejores de lo que me habían comentado, al menos)."
"2016/12/16 3:48:05 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Excelente","Sí","Muy Interesantes","Sí","Regulares","Muy Buenas","Muy Dificil","Muy dificil","La materia está muy buena, los contenidos son sumamente importantes para la carrera profesional, pero la longitud del trabajo práctico es demasiado extensa para el objetivo principal de la materia que es el manejo de un proyecto en si y no la programación. Modificando eso la materia estaría 10 puntos"
"2016/12/16 3:49:08 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Impecable"
"2016/12/16 3:50:02 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","De lo mejor en la Fiuba."
"2016/12/16 3:50:39 PM GMT-3","Base de Datos - Ale","Bueno","Sí","Poco Interesantes","Sí","Regulares","Buenas","Normal","Normal","La clase practica es bastante buena y ayuda mucho a entender los temas que se dan en la teoria. El problema surge en la 2da parte donde se acaban las clases teoricas (por tp y parciales) y queda sin hacer la practica de los temas vistos en la segunda parte esto dificulta el bajar a tierra ciertos temas como dependencias multivaluadas y otros mas. "
"2016/12/16 3:50:48 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Muy Bueno","No","Interesantes","Sí","Muy Buenas","Muy Buenas","Muy Dificil","Muy dificil",""
"2016/12/16 3:51:05 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Muy Dificil","Dificil","Debo decir que estoy muy complacido con la enseñanza de  cada profesor y ayudante, todos eran excepcionales y con su propio carisma individual, todos estaban disponibles para ayudar."
"2016/12/16 4:00:36 PM GMT-3","Técnicas de Diseño - Pantaleo","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Dificil","Muy linda materia"
"2016/12/16 4:05:15 PM GMT-3","Computación-Cabrera","Muy Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
"2016/12/16 4:09:09 PM GMT-3","Computación-Grossi","Muy Bueno","No","Interesantes","No","Muy Buenas","Excelentes","Dificil","Normal","Demasiado pesada la parte teórica. "
"2016/12/16 4:19:26 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Muy dificil","Muy buen curso, la verdad aprendi mucho "
"2016/12/16 4:22:12 PM GMT-3","Computación-Jimenez Rey","Bueno","No","Interesantes","Sí","Muy Buenas","Muy Buenas","Muy Dificil","Dificil","La cátedra es muy buena, pero demanda mucho más de lo que uno espera de una materia como es computación, tanto que me dejó en una situación de  ""estancamiento"" con respecto a otras materia quizás más prioritarias para la carrera (análisis, física, medios) y me vi obligado a dejar la cursada. "
"2016/12/16 4:23:14 PM GMT-3","Computación-Arriazu","Malo","No","Interesantes","No","Regulares","Malas","Normal","Normal",""
"2016/12/16 4:23:29 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil",""
"2016/12/16 4:29:04 PM GMT-3","Algoritmos y Programación1 - Azcurra","Regular","Sí","Interesantes","No","No hay clases teóricas","Buenas","Dificil","Normal","Que te tiren el enunciado del tp 15 días antes de la fecha de entrega le baja mucho."
"2016/12/16 4:37:38 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Muy Dificil","Dificil","Espectacular curso. Martin cardozo es el docente con mayor dedicacion a sus alumnos que haya visto en toda mi vida. Aprendes en serio acá, no es joda."
"2016/12/16 4:41:39 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Muy Facil","Muy Fácil","De 10"
"2016/12/16 4:42:40 PM GMT-3","Computación-Burin","Bueno","Sí","Interesantes","No","Buenas","Buenas","Normal","Normal",""
"2016/12/16 4:42:59 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal",""
"2016/12/16 4:43:45 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Malo","No","Nada Interesantes","No","Malas","Regulares","Normal","Normal",""
"2016/12/16 4:43:51 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2016/12/16 4:46:08 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2016/12/16 4:46:14 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2016/12/16 4:49:29 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2016/12/16 4:51:08 PM GMT-3","Taller de Programación 1 - Azcurra","Bueno","Sí","Poco Interesantes","Sí","No hay clases teóricas","Regulares","Normal","Muy dificil","El TP, que es lo único importante de la materia, recibe una atención total de (máximo) 3 horas a la semana. Los 3 enunciados estuvieron incompletos, y en particular el tercero estuvo disponible 2 semanas después de que nos dijeran ""a partir de hoy empieza"", con lo que no teníamos material suficiente para trabajar.

El final se siente muy desconectado de los contenidos de la materia. 
El tener una buena experiencia en este curso depende enteramente del grupo que tenés, y si bien a mí me gustó no le cedo nada del mérito a los profesores, cuyo único aporte fue dar el enunciado y corregirlo, prácticamente sin acompañar en el desarrollo del mismo. "
"2016/12/16 4:52:18 PM GMT-3","Análisis de la Información - Gonzalez","Malo","Sí","Nada Interesantes","No","Malas","Malas","Muy Facil","Muy Fácil",""
"2016/12/16 4:52:51 PM GMT-3","Técnicas de Programación Concurrente - Echeverría","Regular","Sí","Interesantes","Sí","Malas","Muy Buenas","Facil","Fácil",""
"2016/12/16 4:53:33 PM GMT-3","Técnicas de Diseño - Pantaleo","Malo","Sí","Poco Interesantes","No","Malas","Malas","Facil","Fácil",""
"2016/12/16 4:54:04 PM GMT-3","Sistemas Operativos - Clua","Malo","Sí","Nada Interesantes","No","Regulares","Malas","Muy Facil","Muy Fácil",""
"2016/12/16 4:55:06 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil",""
"2016/12/16 4:55:28 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Regular","Sí","Interesantes","No","Malas","Muy Buenas","Facil","Muy Fácil",""
"2016/12/16 4:56:03 PM GMT-3","Base de Datos - Ale","Malo","Sí","Nada Interesantes","No","Malas","Malas","Normal","Muy Fácil",""
"2016/12/16 5:04:01 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Malo","Sí","Poco Interesantes","No","Regulares","Malas","Normal","Dificil","El curso en general es malo. La teórica y la práctica están completamente desacopladas, siendo una pérdida de tiempo presenciar ambas dada la repetición de los temas. El curso práctico es malo, los temas se dan en forma desordenada, poco clara y con muy pocos ejemplos. El docente a cargo del curso no se interesa lo suficiente en la materia ni en que los alumnos aprendan y se superen. En cuanto al curso teórico, solo sirve para preparar la evaluación integradora, que es prácticamente una materia diferente a la evaluada en el parcial. Las clases no están al nivel de lo evaluado en el coloquio, con lo cual se hace dificultosa la preparación del mismo.
El conocimiento que tienen los docentes de la materia parece ser bastante mayor al necesario para encarar el curso, por lo que un cambio en la organización del mismo alcanzaría para que sea una muy buena opción para cursar la materia. De esta manera, no es necesario un recambio de docentes (salvo un caso en el curso práctico) ya que los mismos muestran las características necesarias para la docencia."
"2016/12/16 5:04:42 PM GMT-3","Algoritmos y Programación 2 - Calvo","Bueno","Sí","Interesantes","No","Regulares","Muy Buenas","Normal","Normal",""
"2016/12/16 5:06:28 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Muy Dificil","Muy dificil",""
"2016/12/16 5:07:56 PM GMT-3","Técnicas de Diseño - Pantaleo","Regular","Sí","Interesantes","No","Regulares","Regulares","Normal","Dificil","Las teóricas duran una hora y media, ya que muchos tenemos que ir exclusivamente para eso sería mucho mejor que duren las tres horas y que termine antes en el cuatrimestre.
Las prácticas siempre empezaban tarde y después los profesores hacían su reunión previa enfrente de todos con lo cual la clase solía empezar mas de media hora tarde y duraba solo una hora o menos, después de la mitad del cuatrimestre iban menos de 10 personas.

Da la sensación que Teórica y Práctica no tienen ninguna comunicación.
La evaluación de los parciales es totalmente arbitraria y el profesor se niega a mostrar los exámenes corregidos, lo máximo que hace es comentar por mail una oración sobre tus errores. Digo que los criterios son arbitrarios porque los temas de la materia son simples, y muchos escribimos cosas similares y las notas son totalmente diferentes. Nadie llegó a la condición para promocionar la materia (7 o más en los dos parciales). Llama la atención que el profesor pueda corregir los parciales de todo el curso, que son a desarrollar y todos pueden ser muy distintos, en menos de 12 horas."
"2016/12/16 5:11:03 PM GMT-3","Técnicas de Programación Concurrente - Echeverría","Muy Bueno","Sí","Muy Interesantes","Sí","No hay clases teóricas","Muy Buenas","Normal","Normal","Si hay clases teóricas pero sólo los sábados y siendo cátedra única y teniendo actividades extra curriculares ese día se me imposibilitó ir. Es la única queja, si hubiese sido en la semana, hubiese ido como a cualquier otra clase. La práctica es muy buena, y me gusta haber aprendido haskel para el último tp."
"2016/12/16 5:12:26 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Bueno","Sí","Muy Interesantes","Sí","Regulares","Muy Buenas","Normal","Fácil","Los criterios de corrección tiene que estar escritos en la hoja del parcial, sino uno no sabe que por no concentrar el tiempo en tal ejercicio va a tener que dar el parcial de nuevo.

Una nota para Frymer, es excelente profesor, pero cuando hace la resolucion del parcial antes de devolverlos corregidos, se toma con gracia los errores, y la verdad que del otro lado estamos con ganas de matarlo en ese momento. 
De todas formas le perdonamos todo por este video: https://www.youtube.com/watch?v=UogSyupeZAg"
"2016/12/16 5:16:03 PM GMT-3","Base de Datos - Ale","Malo","Sí","Interesantes","No","Regulares","Regulares","Normal","Normal","A las clases no vale la pena ir porque lo que dicen es exactamente lo que está en el apunte de la materia (escrito en los 90). Estaría bueno que los contenidos se actualicen un poco. Punto a favor que están muy bien organizados y tienen los parcialitos opcionales."
"2016/12/16 5:18:06 PM GMT-3","Taller de Programación 2 - Veiga","Bueno","Sí","Interesantes","Sí","Malas","Regulares","Dificil","Dificil","Muy actualizados los contenidos, las clases a las que fui fueron de bastante mala calidad y no fui más. A Veiga no lo vi en todo el cuatrimestre (no se si eso está bien o mal, pero me llama la atención)"
"2016/12/16 5:19:12 PM GMT-3","Algoritmos y Programación 3 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal",""
"2016/12/16 5:21:08 PM GMT-3","Análisis Numérico - Sassano","Muy Bueno","Sí","Poco Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2016/12/16 5:27:03 PM GMT-3","Inteligencia Artificial - Cabrera","Malo","Sí","Interesantes","No","Malas","Malas","Muy Facil","Muy Fácil","Este curso es un robo"
"2016/12/16 5:29:19 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Malo","Sí","Nada Interesantes","No","Malas","Malas","Dificil","Muy dificil","Mónica Kuhn no tiene idea de lo que sucede con la práctica, parecen dos cursos distintos. Se nota que la materia le importa muy poco, solo le interesa el tema de listas que es lo que toma en el final. Ni en la primera cursada ni en la recursada la profesora realizó algún tipo de encuesta para recibir opiniones del curso. Lo único que hizo fue limitarse a dar clase y nada más.
La práctica es pésima. Patricio Tula, siendo ayudante de segunda prepara exámenes y trabajos prácticos. Considera que dando un ejemplo el tema ya es totalmente entendido por los alumnos. Los parciales no se corresponden con lo visto en clase, evalúa los temas de su preferencia, que generalmente son explicados brevemente en una única clase. Esta misma situación se repite con los trabajos prácticos, donde se deben implementar programas, que si bien son interesantes,  se despegan totalmente de lo visto en el curso. En ambos casos, se pierde mucho tiempo tratando de interpretar que es lo que se pide en el enunciado. Por otro lado, la práctica no tiene guía de trabajos prácticos, por lo que resulta imposible adquirir conocimientos gradualmente.
En caso de querer consultarle algo al profesor Tula, no es raro que este responda de manera poco concreta si es que responde en lo absoluto. Compañeros del curso han ido a hacerle consultas y han recibido respuestas como: ""No te puedo corregir el trabajo práctico en este momento, tengo que rendir [materia]"" ó incluso, un alumno debió esperarlo por horas queriendo hacer una consulta para luego enterarse que el profesor lo dejo plantado, simplemente se fue de la facultad.
Este cuatrimestre (segundo de 2016) no se realizó el 4to TP por falta de tiempo. Se adelantaron actividades del curso para cerrar antes la materia, para así poder enfocar el profesor Tula su atención en los trámites a realizar para irse de intercambio. Además se incorporó un jefe de trabajos prácticos, cuya única intervención en el curso fue un comentario respecto a la funcionalidad del for a principio de la cursada, el resto del tiempo asistió a clases para leer temas privados o hablar por celular. Otra nueva incorporación fue Martin Teggia, quien se desempeño de forma adecuada, ya que el único miembro de la práctica quien preparó ejercicios antes de realizarlos en el pizarrón. Luca Mazzer también se desempeño de forma correcta, sin embargo, se vió forzado a dar clases el mismo debido a la ausencia de Tula. La habilidad de estar delante de un curso y preparar ejercicios antes de dárselos al curso es algo que debe practicar si su idea es seguir siendo docente.
Es una aberración que este curso exista en una universidad, ni mucho menos en una como la de ingeniería de la UBA. Se ofrecen solo dos opciones de cursada: esta y la de Cardozo, la cual es incompatible con muchas materias por horarios.
Les pido por el bien de la carrera que hagan algo al respecto."
"2016/12/16 5:30:53 PM GMT-3","Base de Datos - Ale","Bueno","Sí","Poco Interesantes","No","Regulares","Regulares","Normal","Fácil","Habria que cambiar como se da la materia"
"2016/12/16 5:36:41 PM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Facil","Normal",""
"2016/12/16 5:51:21 PM GMT-3","Taller de Programación 1 - Azcurra","Regular","Sí","Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Dificil","Dificil","deberian dar los temas que toman; como alumno siento que a los profesores no les importa la materia. Lo único que tenian que hacer era corregir y subir los enunciados, llegaban tarde a los dias de correcciones y hubo enunciados que tardaron semanas en publicarlo. El unico que hace un esfuerzo real es el ayudante, Diego Serra, el resto (Azcurra y su séquito) están ahí haciendo presencia."
"2016/12/16 6:06:51 PM GMT-3","Simulación - Cadoche","Muy Bueno","Sí","Muy Interesantes","No","Buenas","Muy Buenas","Normal","Normal","En general los docentes me parecieron muy buenos. Lo único criticable es el hecho de usar el lenguaje GPSS que es muy antiguo."
"2016/12/16 6:10:42 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","Rosita es excelente, Fede es bueno dando clases pero por momentos se perdía en algunas explicaciones, Dato demuestra conocer bastante del tema pero me dio la sensación de que no los transmite bien (al menos me era difícil seguir sus clases)"
"2016/12/16 6:14:48 PM GMT-3","Algoritmos y Programación 2 - Calvo","Bueno","Sí","Poco Interesantes","Sí","Buenas","Buenas","Normal","Dificil","Estaria bueno que se planteen temas mas interesantes, me aburrio un poco la cursada"
"2016/12/16 6:21:03 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2016/12/16 6:58:37 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2016/12/16 7:12:48 PM GMT-3","Taller de Programación 1 - Azcurra","Regular","No","Nada Interesantes","Sí","No hay clases teóricas","Malas","Normal","Muy dificil","Según ellos la materia no tiene contenido. No me va mucho eso de que las clases sean solo para consultas. La otra cátedra es un tanto más difícil pero es mucho mas llevadera al tener clases teóricas todas las semanas."
"2016/12/16 7:14:15 PM GMT-3","Sistemas Operativos - Clua","Regular","Sí","Nada Interesantes","No","Malas","Malas","Muy Facil","Fácil","Aprobé la cursada sin necesidad de ir a clases, creo que eso dice todo."
"2016/12/16 7:25:16 PM GMT-3","Taller de Programación 1 - Azcurra","Bueno","Sí","Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Dificil","Dificil",""
"2016/12/16 7:25:45 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2016/12/16 7:28:29 PM GMT-3","Computación-Cabrera","Regular","Sí","Poco Interesantes","No","Malas","Malas","Muy Facil","Dificil",""
"2016/12/16 7:58:56 PM GMT-3","Organización del Computador - Benitez","Malo","No","Poco Interesantes","No","Regulares","Malas","Muy Dificil","Muy dificil","La clases practicas deberían ser mas larga."
"2016/12/16 8:01:09 PM GMT-3","Algoritmos y Programación 2 - Carolo","Malo","No","Poco Interesantes","No","Malas","Malas","Muy Dificil","Muy dificil","Las clases practicas son muy malas, con pocos ejemplos. Los tp son muy largos y poco interesantes."
"2016/12/16 8:13:21 PM GMT-3","Computación-Cabrera","Excelente","Sí","Interesantes","No","Buenas","Buenas","Normal","Normal",""
"2016/12/16 8:47:47 PM GMT-3","Taller de Programación 2 - Veiga","Regular","Sí","Poco Interesantes","Sí","Malas","Regulares","Normal","Dificil","Creo q lo que arruino todo fue la desorganizacion, y quizas la obsesión por mezclar tecnologías casi q innecesariamente."
"2016/12/16 8:48:35 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Regulares","Dificil","Dificil",""
"2016/12/16 8:51:51 PM GMT-3","Arquitectura de Software - Diez","Muy Bueno","Sí","Muy Interesantes","No","Malas","Muy Buenas","Facil","Fácil","Creo que se podrian reveer los temas que se dan y poder sumar alguno mas como cloud que hoy es un tema que entra segun los tiempos. Ademas se podria profundizar un poco mas la teorica ya que asi como esta es completamente prescindible"
"2016/12/16 8:53:45 PM GMT-3","Algoritmos y Programación 3 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil","Me gusto mucho el curso, la unica critica constructiva que podria hacer seria que unifiquen un poco las formas de correccion de TPs, habia algun que otro corrector que tal vez te hinchaba con algunas cosas que no tenian sentido, mientras que otro tal vez no le daba importancia porque eran detalles (mucho mas coherente)."
"2016/12/16 8:55:53 PM GMT-3","Organización del Computador - Benitez","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","Me gusto la materia pero hay que dedicarle bastante, te dan los enunciados de TPs como un mes antes de que puedas siquiera empezar a hacer algo. Al ser una de las primeras materias de la carrera, estaria bueno que se empiece un poco antes con los temas practicos de assembler porque no me parecio tan sencillo con respecto a lo que son los TPs y el parcial en donde se evalua mucha practica."
"2016/12/16 9:00:42 PM GMT-3","Base de Datos - Ale","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal","El horario de las teóricas no le permite asistir a mucha gente (o al menos a mi)"
"2016/12/16 9:02:28 PM GMT-3","Inteligencia Artificial - Cabrera","Malo","Sí","Poco Interesantes","No","Malas","Malas","Muy Facil","Muy Fácil","Ridículo"
"2016/12/16 9:22:22 PM GMT-3","Análisis Numérico - Griggio","Bueno","Sí","Poco Interesantes","Sí","Regulares","Buenas","Facil","Fácil",""
"2016/12/16 9:47:05 PM GMT-3","Técnicas de Diseño - Pantaleo","Bueno","Sí","Interesantes","Sí","Malas","Buenas","Normal","Normal","Hay una desconexión muy grande entre la práctica y la teórica. Muchas veces se repetían los temas y era ver dos presentaciones powerpoint de la misma cosa, lo cual hacía las clases ineficientes y la mayoría optaba no ir a alguna de las dos (en general la mayoría faltaba a las teóricas que eran las peores). En la práctica nos enfocamos mas en los principios SOLID, mientras que la teórica fue mucho más sobre patrones. El problema fue que el parcial casi ni se tomó de SOLID y fue casi exclusivamente de patrones, y era fundamental acordarse de memoria todos los diagramas UML de los patrones.
Además el TP estuvo muy desonectado del resto de la materia. Si bien dentro de todo estuvo okay, no utilizamos ni un sólo patrón de diseño ( y por supuesto nada de arquitectura tampoco porque esas clases comienzan en la segunda mitad donde ya estas avanzado con el TP). Los demás grupos que conozco tampoco usaron patrones y aprobaron también (nosotros nos sacamos un 8).
Las teóricas son malas y aburridas, se nota porque como cae abruptamente la asistencia de los alumnos, la mayoría opta por leer la bibliografía y/o resúmenes para rendir en general funciona (fue mi caso y el de mis compañeros). Se suelen ver los patrones así por encima con código ilegible de fondo (no solo por la calidad sino por la proyección en el aula) y la explicación del profesor no aporta. De las clases de la segunda parte (arquitectura) no puedo comentar porque fue a una sola.
Las prácticas son mejores. Los profesores le ponen más onda y explican mejor. Hay más debate, más ida y vuelta con los alumnos y atienden bien las dudas. El problema es que hay mucho enfoque en SOLID que después no se toma en el parcial y el tema del TP que podría ser de otra materia tranquilamente."
"2016/12/16 10:09:17 PM GMT-3","Análisis Numérico - Griggio","Excelente","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil",""
