"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2018/12/08 4:44:28 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Regular","Sí","Poco Interesantes","No","Malas","Malas","Normal","Normal",""
"2018/12/08 4:49:46 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","No Hay Clases Prácticas","Facil","Fácil",""
"2018/12/08 5:00:48 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
"2018/12/08 5:01:36 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","No Hay Clases Prácticas","Muy Dificil","Dificil",""
"2018/12/08 5:07:43 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","No","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2018/12/08 5:19:56 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil",""
"2018/12/08 5:46:04 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2018/12/08 6:52:18 PM GMT-3","Algoritmos y Programación 3 - Suarez","Regular","Sí","Muy Interesantes","Sí","Regulares","Regulares","Normal","Normal","Faltan muchas explicaciones sobre el desarrollo de ejercicios de modelado, tema central del parcial. Nunca se aclararon cosas como tener que tomar un caso concreto y no modelar el problema general.
Las clases en general son de un nivel regular, no son malas pero no sobresalen en practicamente nada."
"2018/12/08 7:21:22 PM GMT-3","Algoritmos y Programación 3 - Fontela","Regular","No","Interesantes","Sí","Muy Buenas","Regulares","Normal","Dificil","Descontento con el grupo de práctica exceptuando algunos ayudantes. Personalmente siento que no aportaron nada especial y que realmente aprendí todo por mi cuenta para los TPs. Deberían bajar la complejidad del TP2 o hacerlo de menor duración (El TP en sí no fue dificil, pero se hizo sumamente largo), y que en caso de que algun recursante haya aprobado el TP2 en su vieja cursada, le den la posibilidad de hacer una versión reducida de este TP. Suponiendo que aquel alumno estuvo 1 mes realizando el TP, y llega a recursar, el esfuerzo de 1 mes no habría valido de nada. Muy buenas clases teóricas, Fontela es un excelente profesor, y la charla de experiencia de usuario fue muy buena. "
"2018/12/08 7:30:08 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Muy Bueno","No","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Dificil",""
"2018/12/08 7:51:32 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2018/12/08 8:57:10 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Normal","Muy dificil",""
"2018/12/08 10:25:22 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Dificil","Dificil","Materia dictada con mucha dedicación sobre todo en la parte teórica. "
"2018/12/08 10:58:13 PM GMT-3","Computación-Arriazu","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","No hay TP",""
"2018/12/08 11:55:48 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Facil","Normal",""
"2018/12/09 12:46:17 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Muy Bueno","No","Muy Interesantes","Sí","Regulares","Muy Buenas","Dificil","Dificil",""
"2018/12/09 2:37:53 AM GMT-3","Algoritmos y Programación II, Juárez","Bueno","No","Interesantes","Sí","Excelentes","Regulares","Normal","Dificil",""
"2018/12/09 2:45:14 AM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Dificil","Normal","Los contenidos del curso son buenísimos, entendés como funcionan un montón de cosas que usas o que ves todos los días o que alguna vez te preguntaste como funcionaban. Te abre la cabeza en muchas cosas.
En general diria que el cursio es bueno, pero tengo algunas críticas:
- Esto es mas opinión, pero creo que aunque los contenidos de los TPs son interesantes, tienen poco o nada que ver con el parcial. A diferencia de otras materias anteriores (ej: Algoritmos 1,2,3) donde haciendo bien los TPs llegas super tranquilo para el parcial, acá terminas el TP y cuando arrancas a estudiar sentís que tenes que estudiar casi desde cero (excepto en tema Pandas, el cual es solamente 1 ejercicio de 7)
- Hacen mucho énfasis en el uso de redes para comunicarse (EJ: Piazza) pero cuando uno hace una consulta ahí los profesores tienen la costumbre de contestar muy así nomas y si les respondes con mas dudas sobre el ejercicio no responden más (muy pocas veces sí).
- Aunque el apunte de la materia sea sumamente extenso algunos de los temas que se toman en el parcial se tocan muy por encima, o el ejemplo que se da cubre muy pocos casos borde, y luego cuando uno se pone a practicar para el parcial le surgen un montón de dudas (ej: Compresión, Consultas Ranqueadas, Recomendaciones, en general ocurre en los ejercicios en los que hay que seguir un algoritmo de forma ""manual"")."
"2018/12/09 3:24:24 AM GMT-3","Algoritmos y Programación II, Juárez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","excelente curso, tps útiles y te quedas con un montón de programas para tus librerías"
"2018/12/09 3:40:16 AM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil","Buena comunicacion docente - alumno, ejercicios."
"2018/12/09 4:41:35 AM GMT-3","Algoritmos y Programación 1 - Essaya","Regular","No","Interesantes","Sí","Regulares","Buenas","Muy Dificil","Muy dificil",""
"2018/12/09 7:56:22 AM GMT-3","Organización de Datos - Argerich","Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Muy Dificil","Muy dificil",""
"2018/12/09 7:56:53 AM GMT-3","Análisis Numérico - Rodriguez","Malo","No","Interesantes","No","Malas","Malas","Normal","Normal",""
"2018/12/09 10:01:48 AM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Muy Bueno","Sí","Muy Interesantes","Sí","Malas","Excelentes","Dificil","Muy dificil","La teorica solo sirve para ir a firmar el presente y no quedar libre. La practica no pasa lista y sin embargo esta tan bien dada que no falte nunca."
"2018/12/09 10:15:31 AM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Dificil","Muy buen curso, tiene muchos medios por donde comunicarse y eso hace que sea mas facil entender muchos problemas que a veces uno tiene cuando practica o estudia solo! "
"2018/12/09 10:41:36 AM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil","Muy buena materia, depediendo de los compañeros que tengas para el tp se te puede facilitar o dificultar la cursada"
"2018/12/09 11:58:57 AM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Regular","Sí","Poco Interesantes","Sí","Buenas","Buenas","Facil","Dificil","A mi me aburrieron los temas del curso porque hay que escribir mucha documentación y hay que programar poco, igual supongo que es necesario tener una materia asi. Lo malo es que mi ayudante (nicolas ledesma) nos dejo re colgados con todas las correcciones y preguntas y nos corrigió el mismo dia de cierre de notas cuando nosotros habíamos entregado dos semanas antes :("
"2018/12/09 4:11:17 PM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2018/12/09 4:11:58 PM GMT-3","Algoritmos y Programación 1 - Guarna","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2018/12/09 5:12:23 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Éramos muchos los que teníamos que exponer y es difícil bancarse 3 exposiciones distintas el mismo día, creo que se debería abrir otra cátedra. Ver distintos lenguajes de programación me pareció excelente, fue una experiencia muy enriquecedora."
"2018/12/09 6:03:16 PM GMT-3","Algoritmos y Programación 1 - Essaya","Excelente","No","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Muy Dificil","Muy dificil",""
"2018/12/09 7:01:31 PM GMT-3","Simulación - Caiafa","Excelente","Sí","Interesantes","Sí","Excelentes","Muy Buenas","Normal","Fácil","Muy buenas clases , las teóricas están muy preparadas y muy bien dadas. A veces se superpone y la práctica explica lo mismo que la teórica (inclusive 2 semanas más tarde) , sería mejor si estuvieran más coordinadas."
"2018/12/09 7:03:03 PM GMT-3","Evaluación de Proyectos y Manejo de Riesgos - Villagra","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2018/12/09 7:04:30 PM GMT-3","Sistemas Automáticos de Diagnóstico y Detección de Fallas  2- Merlino","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Facil","Normal",""
"2018/12/09 7:49:12 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal",""
"2018/12/09 8:05:44 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal",""
"2018/12/09 8:34:09 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2018/12/09 8:35:07 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Las clases están muy bien, y la materia es interesante, te muestra en 10 clases aprox (es una sola vez por semana y los lunes, así que los feriados la perjudican) como funcionan la gran mayoría de los lenguajes. Como TP tenes que investigar un lenguaje ""moderno y especial"" o ""viejo y clásico"", es muy interesante y entretenido si tenes un lenguaje copado. Como lenguaje se ve oz, si pascal te parecía malo, prepárate, cuesta agarrarle la mano, es bastante especial. Para los que creen que es un robo, no es como robar un caramelo en un kiosko, es como tratar de robar la casa de la moneda, hay mucha investigación previa, se planea un fino plan de ejecución, y sin un buen grupo terminas en cana (no te voy a spoilear el final, ni yo lo se todavía)"
"2018/12/09 8:54:35 PM GMT-3","Análisis Numérico - Schwarz","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal","La única crítica que encuentro en este curso es desde el lado de la programación que se da en las clases prácticas. Sería interesante dedicarle un poco más de tiempo a enseñar cómo programar en clase. "
"2018/12/09 10:57:24 PM GMT-3","Algoritmos y Programación II, Juárez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Muy dificil",""
"2018/12/10 12:06:00 AM GMT-3","Algoritmos y Programación II, Juárez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal",""
"2018/12/10 8:48:46 AM GMT-3","Simulación - Caiafa","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2018/12/10 8:52:59 AM GMT-3","Administración y Control de Proyectos 1 - Fontela","Bueno","Sí","Poco Interesantes","Sí","Buenas","Regulares","Normal","Dificil",""
"2018/12/10 9:22:25 AM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Regular","Sí","Interesantes","Sí","Buenas","Malas","Normal","Normal","La clase en general es regluar. Pero los docentes de la práctica dejan mucho que desear algunos.

Rocío es un desastre, se le nota memoriza la clase y cuando le hacés una pregunta que se escapa un poco de lo que estudió hace aguas. Además de que sus correcciones de TP no tienen patrón definido. Baja puntos sin una justificación coherente y cuando se lo discutís sale con que expandamos el desarrollo de una demostración que escapa y por mucho a la materia.

Ya de por sí una persona que todavía no cursó probabilidad y estadística no puede discutir sobre la diferencia entre elegir con probabilidad y tirar la moneda (o tal vez si, considerando que no la cursó todavía), cuando en realidad el problema estaba en las consecuencias que esa decisión generaba en el problema planteado. 

Las clases de victor son muy lentas, tornandose tediosas sobre todo en los temas iniciales que ya se vieron en otras materias. También se excedió en el enunciado del TP final, donde no se entendía lo que pedía y estuvo hasta dos días antes de la entrega explicando como hacerlo porque nadie lo había entendido.

Los demás docentes trataron de ayudar en la medida que los dejaron y fueron mucho mas claros que estos dos mencionados en párrafos anteriores."
"2018/12/10 10:25:05 AM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Regulares","Facil","Normal",""
"2018/12/10 10:55:01 AM GMT-3","Administración y Control de Proyectos 1 - Fontela","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal",""
"2018/12/10 11:07:12 AM GMT-3","Algoritmos y Programación II, Juárez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2018/12/10 11:55:14 AM GMT-3","Análisis Numérico - Schwarz","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2018/12/10 12:08:06 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal",""
"2018/12/10 1:35:32 PM GMT-3","Algoritmos y Programación 2 - Calvo","Malo","Sí","Interesantes","Sí","Malas","Regulares","Normal","Dificil","Es el primer cuatrimestre sin Andrés Juárez, se están acomodando como pueden y el curso lo lleva muy mal, hace agua por todos lados. Los docentes son ilocalizables fuera de la clase, no le dan bola al campus, no corrigen a tiempo los tps que piden, etc"
"2018/12/10 2:27:45 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil",""
"2018/12/10 2:28:31 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Dificil",""
"2018/12/10 2:28:56 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Genial profesora Cristina, paciente y explica muy bien"
"2018/12/10 2:29:03 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2018/12/10 2:32:45 PM GMT-3","Computación-Perez Berro","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal",""
"2018/12/10 2:35:39 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Buenas","Excelentes","Normal","Normal","El segundo parcial me pareció muy largo para tomarlo todo en un día. Eran bastantes temas pero lo que me resultó mas cansador fue el segundo parcial en sí."
"2018/12/10 2:37:04 PM GMT-3","Computación-Perez Berro","Excelente","No","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2018/12/10 2:46:03 PM GMT-3","Computación-Perez Berro","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Muy bueno, exceptuando el uso de la plataforma Yahoo grupos en vez de una alternativa para contemporánea o el propio campus"
"2018/12/10 2:46:04 PM GMT-3","Computación-Perez Berro","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Muy bueno, exceptuando el uso de la plataforma Yahoo grupos en vez de una alternativa para contemporánea o el propio campus"
"2018/12/10 2:47:29 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2018/12/10 2:55:22 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Muy Interesantes","Sí","Regulares","Excelentes","Normal","Normal",""
"2018/12/10 3:01:23 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","No","Excelentes","Excelentes","Facil","Fácil",""
"2018/12/10 3:09:55 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal","La cátedra es muy buena: la profesora es muy clara explicando, las clases son muy dinámicas y hace que uno se interese por aprender a programar y resolver problemas."
"2018/12/10 3:11:37 PM GMT-3","Computación-Perez Berro","Muy Bueno","Sí","Interesantes","No","Buenas","Muy Buenas","Normal","Normal",""
"2018/12/10 3:24:18 PM GMT-3","Algoritmos y Programación 3 - Fontela","Regular","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Normal","Mucha desorganización."
"2018/12/10 3:25:41 PM GMT-3","Organización de Datos - Argerich","Bueno","Sí","Interesantes","Sí","Buenas","No Hay Clases Prácticas","Dificil","Normal","Deberían agregar alguna que otra clase práctica. Es dificil a veces pasar de la teoría a la práctica."
"2018/12/10 3:45:11 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2018/12/10 3:46:33 PM GMT-3","Computación-Perez Berro","Bueno","Sí","Interesantes","Sí","Regulares","Buenas","Normal","Normal",""
"2018/12/10 3:46:58 PM GMT-3","Computación-Cabrera","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Las clases las dan entre Cabrera,  Echeverría y Hid . Mayor vino pocas veces y nunca dio clases."
"2018/12/10 3:57:54 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2018/12/10 4:22:20 PM GMT-3","Computación-Cabrera","Bueno","Sí","Poco Interesantes","Sí","Buenas","Malas","Normal","Muy dificil",""
"2018/12/10 4:22:38 PM GMT-3","Computación-Cabrera","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Me encanta la serenidad de cabrera. Transmite tranquilidad. "
"2018/12/10 4:23:03 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal","A gusto con las clases dictadas por la profesora, excelente la predisposición para explicar y aclarar dudas. "
"2018/12/10 4:23:44 PM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2018/12/10 4:24:17 PM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2018/12/10 4:25:51 PM GMT-3","Computación-Cabrera","Excelente","Sí","Muy Interesantes","Sí","Buenas","Buenas","Muy Facil","Fácil",""
"2018/12/10 4:30:22 PM GMT-3","Introducción a los Sistemas Inteligentes - Ochoa","Regular","Sí","Poco Interesantes","No","Regulares","Buenas","Facil","Normal",""
"2018/12/10 4:32:13 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2018/12/10 4:51:48 PM GMT-3","Computación-Perez Berro","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Dificil","Dificil",""
"2018/12/10 5:09:31 PM GMT-3","Computación-Perez Berro","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2018/12/10 5:10:13 PM GMT-3","Computación-Perez Berro","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Dificil",""
"2018/12/10 5:11:05 PM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2018/12/10 5:11:50 PM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Buenas","Normal","Normal",""
"2018/12/10 5:13:11 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Interesantes","Sí","Regulares","Muy Buenas","Dificil","Dificil","Buen curso y buena exigencia. Elevada con respecto al resto de los cursos de análisis numérico. Las clases teóricas me parecieron poco didácticas y un poco aburridas. Las prácticas muy buenas y todos los profesores con buena predisposición para ayudar. "
"2018/12/10 5:32:55 PM GMT-3","Algoritmos y Programación 1 - Guarna","Muy Bueno","Sí","Interesantes","No","Muy Buenas","Muy Buenas","Normal","Normal","En general, todo bueno. Buenas formas de enseñar, buenos profesores, y ambiente amigable. Mi mayor problema es que las evaluaciones requieran programar en lápiz y papel en poco tiempo. Ésto hace que al alumno le sea más conveniente escribir funciones rápido en lugar de optimizar y modularizar. Si se necesita editar el código el alumno tiene que borrar con goma y reescribir, o escribir en letra chica entre renglones. O en su defecto pasar el código en limpio y perder más tiempo. Esto no pasaría en un examen que se resuelva en computadora (al menos la parte de programar)."
"2018/12/10 5:50:34 PM GMT-3","Computación-Cabrera","Bueno","Sí","Muy Interesantes","Sí","Excelentes","Regulares","Facil","Normal",""
"2018/12/10 5:58:27 PM GMT-3","Computación-Cabrera","Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Facil","Normal",""
"2018/12/10 6:04:35 PM GMT-3","Computación-Cabrera","Regular","Sí","Interesantes","Sí","Regulares","Malas","Muy Facil","Normal","estaria bueno que en vez de llegar tarde 1 hora y tener 50 minutos de intervalotodas las clases, mas facil seria que llegen a tiempo, den un intervalo de 10 minutos y se van todos 2 horas antes y listo. Asi no mantienen a los alumnos esperando tiempo innecesariamente
 "
"2018/12/10 6:12:53 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2018/12/10 6:27:10 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Muy Bueno","No","Muy Interesantes","Sí","Regulares","Muy Buenas","Dificil","Dificil","Los tps tiene que tener recuperatorio. Además, en caso de que en cierto día se presente el tp, se debe avisar con antelación o ponerlo en un calendar."
"2018/12/10 6:35:30 PM GMT-3","Computación-Cabrera","Regular","Sí","Nada Interesantes","No","No hay clases teóricas","Malas","Facil","Fácil",""
"2018/12/10 6:42:00 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","No","Buenas","Excelentes","Dificil","Dificil",""
"2018/12/10 6:48:02 PM GMT-3","Computación-Perez Berro","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2018/12/10 7:20:27 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal","Muy buena las explicaciones de python de cristina, con diapositivas claras y que sirven despues para estudiar
La teoria sobre computacion es medio fiaca y algo que estudie mas o menos de memoria pero estuvo bueno que se le haya dado mas importancia a python"
"2018/12/10 7:39:43 PM GMT-3","Análisis de la Información - Gonzalez","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil","Temas interesantes y útiles. Buen método de calificación donde lo importante es aplicar los conocimientos en un caso real"
"2018/12/10 7:46:41 PM GMT-3","Análisis de la Información - Gonzalez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Me gustó mucho la dinámica del curso, muy enfocado a aplicar lo teórico en casos reales prácticos y útiles para la vida profesional, y con acompañamiento constante de los profesores. Las clases muy interesantes y dinámicas, con intercambios permanentes  entre los propios alumnos y tambien con los profesores. Satisfecho con el curso. Un saludo!"
"2018/12/10 7:46:50 PM GMT-3","Análisis de la Información - Gonzalez","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Muy buenos profesores tanto en la practica como en la teoria. Es interesante y se ven temas que hasta ahora no habia visto"
"2018/12/10 7:46:59 PM GMT-3","Análisis de la Información - Gonzalez","Bueno","Sí","Interesantes","No","Buenas","Regulares","Normal","Normal",""
"2018/12/10 8:07:35 PM GMT-3","Computación-Arriazu","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2018/12/10 9:35:59 PM GMT-3","Computación-Perez Berro","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil","Admirable la dedicación que la profesora Pérez Berro pone en esta materia. De las mejores profesoras de FIUBA que he tenido hasta la fecha."
"2018/12/10 9:36:52 PM GMT-3","Computación-Cabrera","Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Facil","Normal",""
"2018/12/10 9:58:07 PM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2018/12/10 10:01:04 PM GMT-3","Algoritmos y Programación II, Juárez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil","Muy buenas tanto las clases teóricas como las prácticas. Tanto Andrés Juarez como los ayudantes respondían a todas nuestras consultas. Los Trabajos prácticos grupales eran complejos pero interesantes. En algún punto de la cursada cada grupo tenía que dar una clase, salieron todas muy bien. "
"2018/12/10 10:08:53 PM GMT-3","Computación-Cabrera","Regular","Sí","Muy Interesantes","Sí","Regulares","Malas","Normal","Dificil","Creo que las clases practicas fueron casi nulas, lo que provocó que se necesitara de aprender la mayoria de los temas solos"
"2018/12/10 10:12:14 PM GMT-3","Análisis Numérico - Griggio","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil","Excelentes docentes. Predispuestos siempre a enseñar. Se ven aplicaciones reales de la materia en los trabajos prácticos lo cual es muy bueno."
"2018/12/10 10:22:57 PM GMT-3","Computación-Cabrera","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Facil","Normal",""
"2018/12/10 10:26:15 PM GMT-3","Análisis Numérico - Griggio","Regular","Sí","Nada Interesantes","Sí","Buenas","Malas","Normal","Fácil","Practicas muy malas, el docente se limita a escribir en el pizarrón sin buscar un mínimo seguimiento de los alumnos ni despertar su interés.
Se destaca en la practica el taller de octave, el cual es util para los alumnos que nunca tuvieron contacto con el software utilizado. Ademas, es el momento en el que se usan los metodos numericos programando, que es la manera que nos sirve para el futuro."
"2018/12/10 10:33:39 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Bueno","Sí","Interesantes","Sí","Buenas","Malas","Normal","Dificil",""
"2018/12/10 10:45:52 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2018/12/10 10:48:58 PM GMT-3","Taller de Programación 2 - Calónico","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Normal","Es excelente, todos los temas al dia. Capaz estaría bueno que no sean taaantos temas distintos."
"2018/12/10 10:49:59 PM GMT-3","Base de Datos - Servetto","Regular","Sí","Nada Interesantes","No","Malas","Malas","Muy Facil","Muy Fácil",""
"2018/12/10 10:55:45 PM GMT-3","Sistemas Operativos - Mendez","Regular","Sí","Interesantes","Sí","Malas","Muy Buenas","Facil","Dificil","Las teóricas son puro chamuyo. Conviene ir solo a la práctica y leer el Arpaci."
"2018/12/10 11:03:35 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Dificil",""
"2018/12/10 11:07:03 PM GMT-3","Análisis Numérico - Sassano","Excelente","Sí","Nada Interesantes","No","Excelentes","Excelentes","Facil","Fácil",""
"2018/12/10 11:10:00 PM GMT-3","Computación-Cabrera","Regular","Sí","Poco Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
