"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2017/12/08 10:46:43 PM GMT-3","Algoritmos y Programación1 - Azcurra","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Dificil","excelente para empezar"
"2017/12/08 10:59:32 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","No Hay Clases Prácticas","Normal","Normal",""
"2017/12/08 11:02:12 PM GMT-3","Computación-Cabrera","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/12/08 11:11:21 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Normal","El curso tiene un ritmo bastante áspero y eso lo hace, en algún punto, de un nivel de dificultad importante. Pero eso mismo también lo hace interesantísimo, completo y muy bien dictado, lo cual tiende a facilitar las cosas. Sigan así, porque lo que hacen está muy bien! (Más clases de Martín?)"
"2017/12/08 11:13:03 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Normal",""
"2017/12/08 11:15:16 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Interesantes","Sí","Muy Buenas","No Hay Clases Prácticas","Dificil","Dificil","El curso me pareció muy bueno. Tiene ciertos temas que son complicados y hay veces que los temas se dan rápidos y cuesta entenderlos bien. Pero las guias ayudan mucho generalmente. "
"2017/12/08 11:31:16 PM GMT-3","Computación-Arriazu","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Regulares","Normal","No hay TP",""
"2017/12/08 11:32:31 PM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","Sí","Regulares","Regulares","Facil","Normal",""
"2017/12/08 11:35:33 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","No","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/12/08 11:36:34 PM GMT-3","Organización del Computador - Benitez","Muy Bueno","No","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/12/08 11:37:59 PM GMT-3","Proyectos Informáticos - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","Desorganizacion en los requisitos del tp de la parte práctica, los ayudantes tienen distintos criterios para corregir el tp, que solo se evidencian en la defensa final y te lo exigen como algo que ya habían pedido y de mala forma."
"2017/12/08 11:46:43 PM GMT-3","Algoritmos y Programación 2 - Calvo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2017/12/08 11:53:57 PM GMT-3","Algoritmos y Programación 3 - Fontela","Malo","Sí","Interesantes","Sí","Regulares","Malas","Normal","Normal",""
"2017/12/09 1:00:38 AM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Dificil","De excelencia. Agradezco a Luis y a todos los profesores por la pasión que le ponen y por llevar adelante una materia tan interesante. Sin lugar a dudas está entre las que realmente dejan algo sustancial tras cursarla y que, en lo personal, dan ánimo a continuar la carrera con la esperanza de encontrar más materias  y profesores así. ¡Muchas gracias!"
"2017/12/09 1:00:53 AM GMT-3","Computación-Cabrera","Regular","Sí","Poco Interesantes","Sí","Regulares","Regulares","Facil","Normal",""
"2017/12/09 1:03:15 AM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Muy Interesantes","Sí","Excelentes","Regulares","Normal","Fácil",""
"2017/12/09 1:03:51 AM GMT-3","Algoritmos y Programación1 - Azcurra","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Fácil",""
"2017/12/09 1:08:11 AM GMT-3","Algoritmos y Programación 1 - Wachenchauzer Essaya","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","La verdad muy completo,  siempre tenés algo nuevo para aprender, los profesores de la práctica siempre predispuestos la verdad recomiendo esta cátedra porq salís realmente programando. Lo único que encontré negativo. Fue mi corrector de tp. Que estuvo directamente desaparecido todo este cuatrimestre no t contesta emails, no tengo nota sobre el tp2 hasta la fecha actual. La verdad una pena porque contrasta todo el laburo que hace Diego y los profes de la práctica. A pesar de ello. Recomiendo 100% este curso"
"2017/12/09 1:08:22 AM GMT-3","Computación-Jimenez Rey","Excelente","Sí","Muy Interesantes","No","Excelentes","Excelentes","Dificil","Dificil","El mejor de computación, salis sabiendo la materia."
"2017/12/09 6:02:38 AM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Regulares","Muy Buenas","Normal","Dificil",""
"2017/12/09 8:25:47 AM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Excelente","Sí","Interesantes","Sí","Regulares","Muy Buenas","Normal","Normal","Deberían aclarar desde el principio cuál es la dinámica del curso."
"2017/12/09 8:31:44 AM GMT-3","Calidad en el Desarrollo del Software - Pantaleo","Malo","Sí","Interesantes","Sí","Regulares","Malas","Muy Dificil","Muy dificil","Quedan MUY poco claros los criterios de corrección, los temas no se entienden hasta que uno desaprueba el parcial, se adelantó la fecha de entrega de un trabajo práctico sin avisar, el trabajo práctico evaluaba temas ajenos al alcance de la materia, el enunciado del trabajo práctico es corto y poco claro, la aprobación de la cursada depende de la última entrega del trabajo práctico sin tener en cuenta todo el trabajo que se hizo durante el cuatrimestre. "
"2017/12/09 8:34:52 AM GMT-3","Administración y Control de Proyectos Informáticos 2 - Alvaro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Excelente materia, se dieron temas que no vimos nunca en otras materias de la carrera y sumamente útiles para desarrollar proyectos personales. Los profesores muy predispuestos siempre a resolver las dudas, con ideas innovadoras que se ven poco en esta facultad y que ayudan a atraer la atención hacia la materia. Genial! "
"2017/12/09 9:03:21 AM GMT-3","Análisis Numérico - Sassano","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Facil","Fácil","La profesora Sassano es muy humana, cosa que es muy extraño.encontrar esa característica en los profesores de nuestra facultad. La verdad, excelente profesora, se encarga de explicar y ella se quiere ir de la clase sabiendo que sus alumnos entendieron. Divina"
"2017/12/09 9:03:52 AM GMT-3","Algoritmos y Programación 3 - Fontela","Regular","Sí","Interesantes","Sí","Buenas","Malas","Normal","Normal",""
"2017/12/09 9:43:50 AM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Normal","Aunque se dan bien los temas, aveces no se profundiza lo necesario, estaría bueno que agreguen una hora más al curso. "
"2017/12/09 9:56:22 AM GMT-3","Análisis Numérico - Schwarz","Bueno","No","Interesantes","No","Buenas","Buenas","Muy Dificil","Normal",""
"2017/12/09 10:24:40 AM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal","Lo mejor del curso son los temas, esta dado de una manera muy interesante y con todos lenguajes que hay que conocer. "
"2017/12/09 10:26:45 AM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Interesantes","No","Muy Buenas","Muy Buenas","Dificil","Dificil","Media desprolija a la hora de corregir los trabajos prácticos. Igualmente los profesores explican muy bien los temas"
"2017/12/09 11:05:23 AM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Muy Buenas","Normal","Fácil","Beiró le dio una lavada de cara a la materia bastante interesante. La práctica es buena, el tp no tanto."
"2017/12/09 11:06:02 AM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal","Muy buena predisposición de los docentes en general."
"2017/12/09 11:25:12 AM GMT-3","Análisis Numérico - Gomez","Regular","Sí","Poco Interesantes","Sí","Regulares","Regulares","Facil","Muy Fácil",""
"2017/12/09 11:35:19 AM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/12/09 11:42:29 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Buenas","Dificil","Muy dificil",""
"2017/12/09 11:45:05 AM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2017/12/09 11:49:17 AM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil","Subir las presentaciones antes de las clases ayudaría mucho para tomar notas durante las clases."
"2017/12/09 12:08:36 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Regulares","Excelentes","Normal","Normal","La dedicación de los profesores, tanto de la teórica como de la práctica, es de destacar. "
"2017/12/09 12:15:10 PM GMT-3","Algoritmos y Programación 1 - Guarna","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/12/09 12:18:23 PM GMT-3","Algoritmos y Programación 2 - Calvo","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/12/09 12:19:29 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2017/12/09 12:23:11 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/12/09 12:36:10 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","Sí","Buenas","Excelentes","Normal","Normal",""
"2017/12/09 12:48:33 PM GMT-3","Algoritmos y Programación 1 - Guarna","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/12/09 1:04:46 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Bueno","Sí","Poco Interesantes","Sí","Regulares","Buenas","Normal","Normal","Se nota mucha el esfuerzo y dediación por parte de los docentes y ayudantes (ad-honorem)."
"2017/12/09 1:07:32 PM GMT-3","Computación-Jimenez Rey","Regular","Sí","Poco Interesantes","No","Malas","Muy Buenas","Facil","Normal",""
"2017/12/09 1:10:50 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","Sí","Regulares","Excelentes","Normal","Normal",""
"2017/12/09 1:11:40 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","Muy buenos todos los profesores, un curso altamente recomendable de Análisis Numérico"
"2017/12/09 1:22:06 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/12/09 1:37:34 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer Essaya","Excelente","Sí","Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal",""
"2017/12/09 1:38:18 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/12/09 1:38:36 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Excelente cátedra, tanto en las prácticas como en las teóricas, todas las clases bien organizadas, un buen canal de comunicación y una innovadora herramienta de rpl que ayuda muchísimo a entender e ir puliendo los errores al programar. Un placer haber cursado con ellxs"
"2017/12/09 2:22:19 PM GMT-3","Sistemas Operativos - Clua","Muy Bueno","Sí","Interesantes","No","Buenas","Buenas","Normal","Normal",""
"2017/12/09 2:23:28 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Muy Dificil","Dificil",""
"2017/12/09 2:50:34 PM GMT-3","Teoría de Algoritmos 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal","Fue difícil entenderla a Rosita, por suerte Fede B traducía a los mortales.
Los primeros algoritmos presentados fueron medio aburridos, después se fue poniendo cada vez mejor.
Faltaron estructuras de datos que Fede B prometió, igual en términos generales me encantó la materia, incita mucho a seguir con la investigación. "
"2017/12/09 2:58:26 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Regulares","Muy Buenas","Normal","Normal",""
"2017/12/09 3:04:46 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Dificil","Dificil","TP: Dificil desde el punto de vista de que no hay supervisacion y hay que investigar por cuenta propia como llegar a lo pedido.
Parciales: nunca es facil programar en papel"
"2017/12/09 3:25:52 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Dificil","Dificil",""
"2017/12/09 3:32:58 PM GMT-3","Base de Datos - Beiro","Excelente","Sí","Interesantes","Sí","Excelentes","Buenas","Normal","Normal","Muy buen curso. Te dan todas las herramientas necesarias para que te puedas desempenar correctamente a lo largo de la cursada. Los profesores son muy buenos tanto explicando como en el trato con el alumno. Hubo algunos problemas con cortes de luz o piquetes este cuatrimestre, por lo cual, algunos temas tuvieron que darse a las corridas, pero bien igual. Los criterios de evaluacion me parecieron justos."
"2017/12/09 3:46:35 PM GMT-3","Taller de Programación 2 - Veiga","Muy Bueno","Sí","Interesantes","Sí","Regulares","Buenas","Dificil","Dificil",""
"2017/12/09 3:47:53 PM GMT-3","Técnicas de Programación Concurrente - Echeverría Garibaldi","Muy Bueno","Sí","Muy Interesantes","No","Buenas","Buenas","Dificil","Dificil",""
"2017/12/09 3:49:02 PM GMT-3","Base de Datos - Beiro","Bueno","Sí","Poco Interesantes","No","Buenas","Regulares","Facil","Muy Fácil",""
"2017/12/09 3:50:40 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Bueno","Sí","Poco Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
"2017/12/09 3:50:55 PM GMT-3","Taller de Programación 1 - Veiga","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","muy bueno"
"2017/12/09 3:58:09 PM GMT-3","Mêtodos Matemáticos y Numéricos - Cavaliere","Bueno","Sí","Muy Interesantes","Sí","Buenas","No Hay Clases Prácticas","Normal","Normal",""
"2017/12/09 3:59:42 PM GMT-3","Algoritmos y Programación 3 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Normal","Dificil",""
"2017/12/09 4:09:06 PM GMT-3","Computación-Costa","Excelente","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Muy dificil",""
"2017/12/09 4:09:28 PM GMT-3","Computación-Costa","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Dificil",""
"2017/12/09 4:14:35 PM GMT-3","Computación-Costa","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Realmente es una cátedra magnífica que ayuda a interesarte en el tema y a aprender más allá de lo obligatorio en el curso. Los profesores son excelentes. No cambiaría nada de esta cátedra."
"2017/12/09 4:17:41 PM GMT-3","Computación-Costa","Regular","No","Poco Interesantes","Sí","Malas","No Hay Clases Prácticas","Dificil","Muy dificil",""
"2017/12/09 4:18:17 PM GMT-3","Computación-Costa","Malo","Sí","Poco Interesantes","Sí","Malas","Malas","Dificil","Dificil",""
"2017/12/09 4:23:14 PM GMT-3","Computación-Costa","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil",""
"2017/12/09 4:34:08 PM GMT-3","Computación-Costa","Bueno","Sí","Interesantes","Sí","Regulares","Regulares","Muy Dificil","Muy dificil","El tp final me pareció muy largo y de un nivel demasiado elevado para un primer acercamiento a la computacion por parte de ingenierias que no son informatica ni electronica. La materia me demandó mucho mas de lo que yo pensaba. Los temas de la materia me resultaron muy interesantes y de actualidad, pero quizas fue demasiado ambicioso proponer un tp tan complejo. El sentimiento general de mi y de todos mis compañeros fue de desorientacion con respecto al tp, a pesar de las clases de consulta realmente nos costo mucho hacerlo. Otra critica generalizada fue que las guias de ejercicios no tenian nada que ver con los ejercicios que despues se tomaron en los parciales. El grado de dificultad de los parciales era mucho mayor a los ejercicios de la guia"
"2017/12/09 5:00:31 PM GMT-3","Computación-Costa","Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Dificil","Muy dificil",""
"2017/12/09 5:08:56 PM GMT-3","Computación-Costa","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2017/12/09 5:12:32 PM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/12/09 5:23:05 PM GMT-3","Mêtodos Matemáticos y Numéricos - Cavaliere","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil",""
"2017/12/09 5:24:31 PM GMT-3","Computación-Costa","Muy Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Dificil",""
"2017/12/09 5:39:20 PM GMT-3","Organización del Computador - Benitez","Malo","No","Poco Interesantes","No","Malas","Regulares","Muy Dificil","Muy dificil","El trabajo práctico que incluye ambos tipos de assembler que se ven en la materia, se dan con mucha anticipación, pero al no saber nada de programación a bajo nivel, se hace imposible siquiera empezarlos. Una vez dados los temas, no alcanza el tiempo para hacerlo por la longitud de este"
"2017/12/09 6:08:56 PM GMT-3","Computación-Grossi","Excelente","Sí","Interesantes","No","Excelentes","Excelentes","Normal","Dificil","Cristina Perez Berro una genia, siempre ayuda con el tp y se le entiende mucho."
"2017/12/09 6:12:15 PM GMT-3","Algoritmos y Programación 2 (Electrónica) - Calvo","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/12/09 6:51:38 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer Essaya","Muy Bueno","No","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/12/09 6:58:10 PM GMT-3","Computación-Costa","Bueno","Sí","Interesantes","Sí","Buenas","No Hay Clases Prácticas","Normal","Muy dificil",""
"2017/12/09 7:21:04 PM GMT-3","Algoritmos y Programación 1 - Guarna","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil",""
"2017/12/09 7:38:27 PM GMT-3","Taller de Programación 1 - Veiga","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/12/09 8:00:10 PM GMT-3","Organización del Computador - Benitez","Malo","Sí","Interesantes","No","Malas","Muy Buenas","Dificil","Dificil","Benitez tarda demasiado en corregir los finales, toma cosas que nunca dio. "
"2017/12/09 8:14:25 PM GMT-3","Computación-Costa","Muy Bueno","Sí","Muy Interesantes","Sí","Regulares","Buenas","Normal","Dificil",""
"2017/12/09 8:32:58 PM GMT-3","Análisis Numérico - Sassano","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","Estaría bueno que podamos entregar el TP por internet, sin necesidad de grabar en un CD el programa."
"2017/12/09 9:34:04 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil",""
"2017/12/09 9:37:26 PM GMT-3","Computación-Costa","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil",""
"2017/12/09 10:12:09 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Regulares","Muy Dificil","Normal"," Me parece que el curso es muy bueno, y hace que uno se interese por la materia. En cuanto a los tps me parecen acordes a lo que se da en clase sin ninguna cosa rara y la idea de las competencias los hace mas interesantes aun. Lo único que trataría de mejorar es como se dan los primeros temas de análisis exploratorio, por que estar viendo 3 horas un proyector con código hace que se vuelva un poco denso. El resto excelente."
"2017/12/09 11:43:05 PM GMT-3","Implantación de Sistemas - Bettini","Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal",""
"2017/12/10 12:02:20 AM GMT-3","Algoritmos y Programación 3 - Fontela","Regular","Sí","Interesantes","Sí","Buenas","Malas","Normal","Normal",""
"2017/12/10 12:29:40 AM GMT-3","Manufactura Integrada por Computadora 2 - Ierache","Regular","Sí","Poco Interesantes","No","Regulares","Malas","Muy Facil","Muy Fácil","Creo que habría que actualizar un poco lo temas. Prepararlos mejor y no usar las mismas diapositivas de hace años. Los alumnos también tenemos que tratar de no cursar estas materias solo para ""robar"" créditos. Toda la práctica y el tp de la práctica es arbitrario y no tiene sentido."
"2017/12/10 12:30:45 AM GMT-3","Técnicas de Programación Concurrente - Echeverría Garibaldi","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal","Si bien los TPs propuestos ayudan a profundizar los temas, creo que podrían armarse tal que no parecieran proyectos de juguete. El primer TP fue una simulación de un Voley a través de varios procesos utilizando múltiples mecanismos de IPC.. está bueno, pero la verdad no tiene mucho sentido a nivel ingeniería informática. Por esto quiero decir que estaría bueno que sea más aplicables al mundo real. El TP2 era de sockets/cola de mensajes y se podía hacer una analogía a una API REST, por lo cual parecía mucho más realista.
Me gustaría que haya un TP antes del TP1. El TP1 termina juntando muchos mecanismos de IPC y algunos se pueden directamente no usar. Entonces teniendo un TP de ese podría hacerse que se tenga práctica con todos los mecanismos de IPC vistos en la materia.
El hecho de que esté comentando cosas bastante pequeñas como estas es porque el curso es bueno y casi no hay nada para decir al respecto. Gran trabajo de Julia, Pablo y Gastón."
"2017/12/10 12:32:20 AM GMT-3","Sistemas Automáticos de Diagnóstico y Detección de Fallas 2 - Merlino","Regular","Sí","Interesantes","Sí","Regulares","No Hay Clases Prácticas","Muy Facil","Muy Fácil","Es otra materia que la hacemos para sumar créditos. Sin bien queda claro que Merlino la tiene muy clara tiene demasiada poca exigencia. Este cuatrimestre se mencionaron temas copados (blockchain, algunos algoritmos inteligentes) pero muy de pasada, cero profundidad. Creo que deberíamos alumnos y docentes darle un poco más de profundidad a la materia."
"2017/12/10 12:39:37 AM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Fácil","La materia es electiva y me gustó mucho. Leandro Ferrigno es un buen profesor y es muy accesible. Según explicó fue el primer cuatrimestre que (por sugerencia) desarrolló material de estudio (filminas/presentaciones) y a mí me fueron muy útiles para repasar los temas y estudiarlos. A tal nivel me gustó la materia que me gustaría que se puedan ver más temas (y cursarla de nuevo!). Aún así, entiendo que los tiempos son complicados ya que las exposiciones de los TPs se llevan una cantidad considerables de las horas. Otro beneficio del curso es que se practica el arte de la exposición, y si bien no es el objetivo principal de la materia, a nivel carrera creo que enriquece mucho. No sólo por el hecho de exponer uno, pero también ver tantas exposiciones de otros grupos que van dejando reflexiones de qué cosas funcionan y qué cosas no. ¡Gracias Leandro, gracias Rosita!"
"2017/12/10 12:53:13 AM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal","Excelente curso,  muy atentos y muy amenos con sus alumnos los profesores "
"2017/12/10 1:22:29 AM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Facil","Normal","Uno de los profesores (Luis) era muy malo explicando los ejercicios y temas, realmente no sabia del tema y por ende no podia explicarlo."
"2017/12/10 2:26:30 AM GMT-3","Computación-Grossi","Muy Bueno","Sí","Poco Interesantes","No","Buenas","Muy Buenas","Normal","Dificil",""
"2017/12/10 8:01:15 AM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","El curso esta muy bueno. Hay algunos temas dados que son un poco mas complicados que otros o mas dificiles de entender, pero en general son todos interesantes para aprender."
"2017/12/10 9:03:34 AM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Dificil","Normal",""
"2017/12/10 9:06:02 AM GMT-3","Computación-Costa","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil","Increible la predispocision que tienen los profesores. Muy recomendable"
"2017/12/10 9:10:09 AM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/12/10 9:59:14 AM GMT-3","Introducción a los Sistemas Inteligentes - Ochoa","Malo","Sí","Muy Interesantes","Sí","Malas","Malas","Muy Facil","Fácil","UN DESASTRE. No encuentro otra palabra para describir este curso. El día del parcial, la profesora FALTÓ. No avisó, ni al departamento ni a los alumnos, y tuvimos que quedarnos casi hasta las 10 de la noche esperándola. Impresentable. No solo eso, sino que los temas que da en clase los da muy por arriba, con la excusa de que ""tenemos su tesis en el campus"" para complementar. Toma V y F muy ambiguos. Hubo una clase que estuvimos sentados 10 minutos, dio una introducción y dio por finalizada la clase. Los temas dan para mucho más que esto. No suelo quejarme de los profesores, pero esto me pareció ridículo. El día en que supuestamente se rendía el recuperatorio, tuvimos que ir TODOS porque la señora no había subido las notas del parcial al campus. En cuanto a las prácticas, lo que se daba era una introducción de 10 minutos para después ""hacer el TP"". Era útil tenerlo a Enrique pero podría dar mucho más contenido. Se intentó contactar a ambos profesores por mail y por el campus porque no actualizaban la planilla con las notas y ninguno jamás respondió. Muchos tuvimos que esperar hasta el último día para saber si estábamos habilitados para rendir coloquio o no, cuando todos los TPs los entregamos en tiempo y forma (el último mínimamente dos o tres semanas antes de la última clase). Tienen que hacer algo con este curso, por favor.  Muchos coincidimos en que los temas son importantes, interesantes y deberían estar mejor dados. Me disculpo por las palabras en este comentario, pero es la primera vez que un curso me indigna de tal manera. Por cierto, las clases no empiezan a horario jamás."
"2017/12/10 11:10:19 AM GMT-3","Administración y Control de Proyectos Informáticos 2 - Alvaro","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/12/10 11:23:04 AM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Excelente","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Dificil","Muy bueno! Deberian mejorar las clases teoricas, pero se aprenden cosas muy utiles e interesantes!"
"2017/12/10 11:28:44 AM GMT-3","Computación-Burin","Regular","Sí","Poco Interesantes","No","No hay clases teóricas","Buenas","Normal","Normal","Aprender Pascal fue una tremenda pérdida de tiempo. No sirve para nada, es inaplicable en cualquier sentido, y hubiese preferido aprender menos de un lenguaje de programación que realmente pudiese haber utilizado en un futuro para algo.
Las clases teóricas no existen y es muy difícil saber de dónde sacar bibliografía para estudiar o qué es lo que realmente importa de eso, ya que los profesores casi no la tocan."
